Text	Sentiment	Category
Extending one hand to help somebody has more value than joining two hands for Prayer morningthoughts DailyQuotes MotivationalQuotes InspirationalQuotes	0	worldview
Appreciate the true abundance of all that not just surrounds you but is within you too Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
It s ok to have big dreams webcomic comics dreams creativity creativityeveryday indiecomics comicstrips pnwart quotestoliveby quotesoftheday quotesaboutlife quotes inspirationquotes inspirationalwords inspirationoftheday inspirationalquotes HenryDavidThoreau	0	worldview
Be Mindful In Thought For It Is In Thinking It That You Are Creating It Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Those things that you think are the worst thing that s happening to you can somehow turn around and be the greatest opportunity NicoleKidman motivationalquotes mentalhealth loveyourself quoteoftheday inspirationalquotes lifequotes visit us	0	worldview
I get knocked down but I get up again You are never gonna keep me down I get knocked down but I get up again You are never gonna keep me down Chumbawamba It was a group of musical philosophers 24 years ago 90sKid tubthumping inspirational InspirationalQuotes	0	worldview
Even in the face of adversity let all that you intend to achieve never be diminished Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
If you don t separate yourself from your distractions your distractions will separate you from your goals	0	worldview
A wave is never found alone but is mingled with the other waves Leonardo da Vinci via IG quotes quoteoftheday lakequotes inspiration inspirationalquotes nature naturequotes lakelife lakeliving lakelifestyle atthelake onthelake lakemurray	0	worldview
There s a world of possibilities awaiting you when you believe inspirationalquotes inspiration DailyMotivation motivationalquotes empowerment selfempowerment wellbeing personaldevelopment successquotes successmindset positivemind positivity FridayMotivation	0	worldview
You cannot find peace avoiding life Virginia Woolf InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Through hard work perseverance and discipline you can begin your journey to beat mediocrity determination FailureNotAnOption success motivation perseverance RiseAndGrind entrepreneurmindset inspirationalquotes lifequotes mindset motivation quotesdaily	0	worldview
What are you focusing on in your life The problems that cause grief or the good things that are going right drlesliesharpe CameraReadyDoc portraitphotography productphotography canon focus inspirationalquotes crane concentrationquotes goalsetting meetinggoals	0	worldview
The only things that are elusive to me are those which I truly do not want Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
The more you know of your history the more liberated you are Maya Angelou BlackHistoryMonth BLM BlackBusiness Motivation Monday Inspire Inspirationalquotes Education Explore	0	worldview
Each day let me be reminded of my purpose here and remain guided from within to achieve all things I set out to do Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
No one can whistle a symphony It takes a whole orchestra to play it HE Luccock GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
When I discover who I am I ll be free Ralph Ellison quotes inspirationalquotes quote	0	worldview
A valuable life lesson is that no one will regard you with greater respect than you accord yourself Keep your calling serious don t trivialize it gregerhabor iHope ihope spokesman calling divinecalling christianquotes inspirationalquotes wordsofwisdom	0	worldview
Our Desires Are Always Fulfilled In The Company Of Our Action Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Good leaders know about their team Great leaders KNOW their team Relating beyond what they do makes a difference Aim High AP inspirationalquotes AimingHighBook AldeanPearson encouragement mindset focus perspective change motivation letsgo	0	worldview
Take the risk and be you writerslift WritingCommunity WritingWithFire writerslife WRITTEN words WordsOfWisdom Inspiration InspirationalQuotes	0	worldview
ALWAYS strive to better yourself wednesdaywisdom motivation inspiration inspirationalquotes keepgoing dontstop strongmindset confidence strength	0	worldview
Kindness in words creates confidence Kindness in thinking creates profoundness Kindness in giving creates love Lao Tzu InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
If opportunity doesn t knock build a door Milton Berle inspirational motivation inspiration motivational inspirationalquotes motivationalquotes quotes inspire love quoteoftheday success life quote mindset positivevibes positivity photooftheday	0	worldview
What mindset are you ending your week with Tell us in the comments section Like our content Hit the follow button NMupdates Nairametrics growthmindset inspirationalquotes naijaupdate newsupdate financialupdates financialliteracy financialfreedom moneylessons	0	worldview
Figure out what you re passionate about and do whatever it takes to make it happen mindsetquotes gratitude inspirationalquotes deangraziosi gratefulheart	0	worldview
Work hard for your easy life Have a great weekend DropsthatINSPIRE BeINSPIREDtoday fridaymotivation success life progress luxurylifestyle luxurycars daily inspirationalquotes wealth ThinkBIGSundayWithMarsha lamborghini f4f follow4followback lifequotes	0	worldview
Sometimes when you find that one friend to talk to when no one else can then you know that friend is a very special one FriendshipGoals friendsforever InspirationalQuotes	0	worldview
Individual commitment to a group effort that is what makes a team work Vincent Lombardi American football player coach and executive GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
I m not impressed by a person s money cars or home I AM impressed by how big his or her HEART is though Let s make our lives count for things that MATTER FridayFeeling success inspirationalQuotes GotheExtraMile empowerment	0	worldview
Just remember bitcoin dips are the chance to buy more cheap theta btc eth cryptocurrencies cryptocurrency InspirationalQuotes investment NASDAQ StakingRewards theta Network Metaverse NFTs nft	0	worldview
By No Longer Embracing Our Limitations We Come To Fulfill Our Greatest Aspirations Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Doing your best day by day Usually not reaching milestones More like enjoying good little accomplishments human scale as best you can Then sometimes you reach one Today at my blog 95 000 comments GoodTrouble BlueWave InspirationalQuotes	0	worldview
We will now discuss in a little more detail the Struggle for Existence Charles Darwin InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Greatness comes from a nobody Tired amp working all night alone Without an audience When everyone says it can t be done When everyone doubts That is how greatness is born Be a nobody TinkerThoughts CatsOnTwitter InspirationalQuotes hope FridayThoughts	0	worldview
Don t go back to anything God has already rescued you from positivevibes inspiration positivity selflove life sashauniaaeliyae quotes motivationalquotes selfcare mindset inspirationalquotes motivational inspire quoteoftheday quotestoliveby lifequotes	0	worldview
A leader takes people where they want to go A great leader takes people where they don t necessarily want to go but ought to be Rosalynn Carter Former First Lady Leadership InspirationalQuotes PresidentsDayWeekend	0	worldview
If I cannot do great things I can do small things in a great way Martin Luther King Jr inspirationalquotes advice WordsOfWisdomForAll LanaParrilla LanaRegals EvilRegals KeepItRegal	0	worldview
Let me journey ahead today in the manner that I know so well which is to be my true self and no one else Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Life is magical and messy it s Hogwarts and warthogs Greg Tamblyn quote quoteoftheday qotd motivation inspiration motivationalquotes quotestoliveby inspire inspirationalquotes dailyquote	0	worldview
to talk ldn Our Inspiration of the Week Prince Harry I become more resilient or better at being able to see around it to be able to achieve the ultimate goal inspiration inspirationalquotes princeharry mentalhealth mentalhealthawareness	0	worldview
Lucky is for those that believe instagram InspirationalQuotes PositiveThoughts	0	worldview
It is with great humility that I accept the love of all others Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
There s nothing greater in the world than when somebody on the team does something good and everybody gathers around to pat him on the back Billy Martin GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
All that matters is that we keep moving forward writer writersoninstagram writersonig writing writingcommunity artistsoninstagram inspirationalquotes inspiration motivation motivationalquotes	0	worldview
What can you do today that can plant a seed for tomorrow mindsetquotes gratitude inspirationalquotes deangraziosi gratefulheart	0	worldview
I am Small Yet Mighty InspirationalQuotes MotivationalQuotes quotestoliveby empowerment	0	worldview
Remember all that is needed is your free will nothing more Eleesha TSWBook TY inspirationalquotes positivequotes soulquotes BookLovers lawofattraction	0	worldview
A Destiny That Can Be Defined Can Also Be Created Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
If you don t have time to do it right when will you have time to do it over John Wooden InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
If people care about what they do they tend to do it Very Well Commissioner Selwyn Patterson Don Warrington tvquote inspirationalquotes motivation dowhatyoulove lovewhatyoudo	0	worldview
My life is truly abundant if I am willing to perceive it as such Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Be a Drealist DREAM Big Work REAL Hard Aim High Fear No Challenge MotivationMonday PhotographyByBretMichaels InspirationalQuotes	0	worldview
As you think as you become Unknown InspirationalQuotes	0	worldview
It is literally true that you can succeed best and quickest by helping others to succeed Napoleon Hill American author of personal success GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
This place of joy from which I came contains the seeds of joy from which I will grow Eleesha quote quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Love live laugh InspirationalQuotes	0	worldview
Today find Strength to fuse Universal wisdom of Soul with Physical prowess of the Mind TSWBook Eleesha TY inspirationalquotes positivequotes soulquotes BookLovers lawofattraction	0	worldview
Cherish your present because your present is a gift of new beginnings Genesis InspirationalQuotes gift selflove Motivation dreamstorealities LifeStories knowthyself striveforexcellence kindnessisbliss Limitless LimitlessAndBeyond BlessedAndGrateful FaithCulture	0	worldview
Stay the course It will get you where you want to go quotes fitnessquotes instagood sasquatchstrength fitspiration fitgirl motivation fitfam fitness workout quoteoftheday inspirationalquotes weightlossmotivation fitmotivation fitchick	0	worldview
The score never interested me only the game Mae West InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Live for now doesn t mean increasing leisure time It means that one should not regret having or not having done an awful lot of things on the contrary what is important is your solidarity and effort at the moment to achieve what you want InspirationalQuotes	0	worldview
When you become lazy it s disrespectful to those who believe in you Wisdom LifeLessons InspirationalQuotes MotivationalQuotes MentalHealth Lazy Reminder Mindfulness Consciousness MindsetIsEverything Truth TruthBeTold Choice Life Thoughts ThoughtOfTheDay	0	worldview
Sometimes life doesn t give you what you want not because you don t deserve it but because you deserve more dreams motivation motivationalquotes quotes inspiration inspirationalquotes motivate courage faith faithful goaldriven goal goaloriented pushfordreams	0	worldview
There is no such thing as a great talent without great will power Honore de Balzac FridayMotivation FridayVibes fridayinspiration InspirationalQuotes inspired	0	worldview
Let Me Accept All Others In Just The Same Manner That I Am Willing To Accept Myself Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Patience and hard work can make your impossible work possible writingcommmunity writersblock motivation InspirationalQuotes	0	worldview
Invest in your QUEEN SHE MAKES MOVES THE KING CAN T InspirationalQuotes inspirational inspired advice fact	0	worldview
BlackHistoryMonth Thank you for your words of wisdom inspirationalwords inspirationalquotes blackwomen womenofcolor MayaAngelou	0	worldview
Kind words can be short and easy to speak but their echoes are truly endless Mother Teresa nature life InspirationalQuotes NaturePhotography	0	worldview
May the warmth of your Glow help make this day perfect and all that lies before you glow before you Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Strength lies in differences not in similarities Stephen Covey American educator businessman and author of The Seven Habits of Highly Effective People GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
Do Not Forget to Uphold the Inner Belief and Trust You Have In Yourself So Your Hopes and Dreams Will Continue to Unfold Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Let the dawning of each new day be embraced with the gratitude and abundance it truly deserves Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Sometimes some people just don t go together but that doesn t make them any less important to the big picture in the grand scheme of things InspirationalQuotes MotivationalQuotes puzzle spirituality spiritual	0	worldview
If you are always trying to be normal you will never know how amazing you can be Dr Maya Angelou	0	worldview
Success Is Not a Comfortable Procedure	0	worldview
All the best Plans Products and ideas can fail if we don t fully stand behind them Believe in what you do Cause I believe in you determination motivation lifemotivation lifestyle inspirationalquotes quote inspire motivational twitchstreamer	0	worldview
success InspirationalQuotes motivation life Many of life s failures are those who didn t know how close they were to success when they give up	0	worldview
YOU DON T NEED A REASON TO HELP SOMEONE Help helpothers Whoisinneed helpinghand Caring MotivationalQuotes InspirationalQuotes	0	worldview
It Is With Anticipation Not Dread That Our Day Unfolds Into All We Choose Eleesha TY quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Sometimes its not always family that shows us the way of life as much as it is our neighbors or strangers InspirationalQuotes MotivationalQuotes spirituality spiritual	0	worldview
I am a befitting person that tells the truth	0	worldview
Always just be thankful for what is given to you quotes InspiringQuotes InspirationalQuotes Spirituality Blessings	0	worldview
Even if you re the one standing in your own way sometimes you have to learn how to push that you out of the way that keeps holding you back from going forward MotivationalQuotes InspirationalQuotes InspiringQuotes quotes Spirituality	0	worldview
Are you making improvements Inspiration InspirationalQuotes Motivation MotivationalQuotes Quote Quotes QuoteOfTheDay Success WordsToLiveBy FitnessMotivation Mood	0	worldview
What makes you different or weird that s your weirdness Merry Sheep fakeinspiration InspirationalQuotes inspiration Truth	0	worldview
The only man who never makes mistakes is the man who never does anything Theodore Roosevelt InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
There is only one way to happiness and that is to cease worrying about things which are beyond the power of our will Epictetus SAGrant inspirationalquotes motivationalquotes Quote BossUp BossUncaged Motivate Inspire SelfHelp Success	0	worldview
Have a zero focus on irrelevant things If it will cost you your peace salvation focus and joy then it is irrelevant RUN Jesusgirl DailyQuotes factsoflife motivationalspeaker Motivation inspirational InspirationalQuotes	0	worldview
To change your life you have to change yourself To change yourself you have to change your MINDSET InspirationalQuotes quoteoftheday	0	worldview
Muhammad Ali once said If my mind can conceive it if my heart can believe it then I can achieve it motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Before anything else preparation is the key to success motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Successful people are not gifted they just work hard then succeed on purpose motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
You can t have a million dollar dream with a minimum wage work ethic motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Oprah Winfrey once said If you want to feel good you have to go out and do some good motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Enrich your mind body and soul with wisdom from the best motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
A single idea is built upon a thousand inspirations stay humble family fyp InspirationalQuotes	0	worldview
Nothing is impossible Believe in yourself and your abilities and do it motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Steve Jobs once said Today is the day to seize your dreams and make them reality motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Art is the only serious thing in the world And the artist is the only person who is never serious Oscar Wilde ActuallyAutistic artist seriousquestion Identity FridayFeeling InspirationalQuotes	0	worldview
If you really look closely most overnight successes took a long time motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Invest in your dreams Grind now Shine later motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
Push yourself because no one else is going to do it for you motivation MotivationalQuotes Motivationalquote quotestoliveby quotesoftheday quotesdaily quotestagram quotes quote InspirationalQuotes InspirationalQuote	0	worldview
The silhouette says a lot with very little information that s also what the stereotype does fridayvibes art stereotype artistsoninstagram silhouette inspirationalquotes	0	worldview
In order for the light to shine so brightly the darkness must be present Sir Francis Bacon light shine bright dark present order life success motivationalquotes inspirationalquotes	0	worldview
Sometimes silence is the only thing that explains what s going on inside you Wisdom LifeLessons InspirationalQuotes MotivationalQuotes MentalHealth Reminder Mindfulness Consciousness Silence Truth TruthBeTold Life GrowthMindset ThoughtOfTheDay	0	worldview
Never tell anyone your plans show them your results instead quotesoftheday DailyThought motivationalspeaker LifeLessons InspirationalQuotes quotesaboutlife	0	worldview
People who work together will win whether it be against complex football defences or the problems of modern society Vince Lombardi American Football Coach GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
You can always look up to others for inspiration but never for comparison quoteoftheday quotesaboutlife quotesaboutwork inspirationalquotes motivationalquotes successquotes passion startyourdayright hardwork goal	0	worldview
The past cannot be changed The future is yet in your power Mary Pickford Discover the story of this trail blazing woman in film learn more about the lady behind the quote womeninfilm mentalstrength inspirationalquotes QOTD	0	worldview
Not watering myself down inspiration inspirational empowerment positivevibes positivity believe womenempowerment inspirationalthoughts feminism feminist inspirationalquotes female youmatter motivation protest support worth achieve selfworth womensupporting	0	worldview
Look Blissfully Upon All You Have Created and Celebrate Your Accomplishments Both Good and Bad Eleesha quote inspirationalquotes soulquotes lawofattraction lifequotes	0	worldview
Criticisms are like homing pigeons They always return home Dale Carnegie inspirational motivational inspirationalquotes motivationalquotes quotestoliveby successful quoteoftheday inspire quotestagram entrepreneurship inspiring inspirationalquote success	0	worldview
You can not You have to do more mindsjournal themindsjournal InspirationalQuotes Inspiration	0	worldview
Be small but think BIG smallbusiness marketing business cybersecurity entreprenuer inspirationalquotes motivation	0	worldview
Stand up to your obstacles and do something about them You ll find they haven t half the strength you think they have Norman Vincent Peale InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Freedom is nothing but a chance to be better blackhistoryeveryday blacklivesmatter quotes instaquotes motivaton inspirationalquotes blackhistoryiseveryday blackhistoryfacts quotes blackquotes blackhistory365 blacklivesmatter blackhistorymonth2022 blackhistoryfact	0	worldview
Image Walk slowly but never backwards quotes motivation life inspiration quoteoftheday motivationalquotes success believe inspirationalquotes mindset goals	0	worldview
Good people see the good and bring out the best in other people quotestoliveby quoteoftheday inspirationalquotes wordsofwisdom quotesaboutlife quotes motivationalquotes quotesforlife	0	worldview
MY RELIGION IS BASED ON TRUTH AND NONVIOLENCE TRUTH IS MY GOD NON VIOLENCE IS THE MEANS RELEASING HIM MAHATMA GANDHI InspirationalQuotes motivation Inspiration inspirational MotivationalQuotes Truth Gandhi gandhiji inspire mkgandhi grow god Bapu quotes tweet	0	worldview
A wise man once said that savings insurance and investments are the foundations of financial freedom InspirationalQuotes	0	worldview
Change starts by changing yourself not others Motivation Inspiration Leadership Entrepreneur LifeHack Growth Wisdom MotivationalQuotes goals success InspirationalQuotes quote PositiveVibes Mindset Spirituality	0	worldview
Reposting chroniclesofenoch personaldevelopment motivation success personalgrowth inspiration lifequotes selfdevelopment mindset lifecoach leadership coaching selflove goals growth quotestagram spirituality inspirationalquotes financialfreedom	0	worldview
Do what you can with what you have where you are quotes motivationalquotes inspirationalquotes quotestoliveby	0	worldview
You can control the plans and meet every target with accuracy Perfect Internal management will make desires become a reality quotestoliveby InspirationalQuotes	0	worldview
Everything you can imagine is real	0	worldview
Don t think of yourself as an ugly person think of yourself as a beautiful monkey InspirationalQuotes	0	worldview
Identify your problems but give your power and energy to solutions Tony Robbins quoteoftheday quotes TerryLeague inspiration MotivationalQuotes InspirationalQuotes	0	worldview
No problem is insurmountable With a little courage teamwork and determination a person can overcome anything Anonymous GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
A great quote from a great man InspirationalQuotes Motivation If you can t fly then run If you can t run then walk If you can t walk then crawl but whatever you do you have to keep moving forward Martin Luther King Jr	0	worldview
A good coach will help get what you want A great coach will help you get What You Need Leadership Strategy Coaching Motivation MotivationalQuotes Inspire inspiration InspirationalQuotes Lebanon Montreal Quebec Canada	0	worldview
Put God first and He will give you all you desire Good morning lovely people Touch a soul by sharing God faith Prayer Christianity church Scripture Believe Bible Amen blessed Blessings obedience InspirationalQuotes Christianity	0	worldview
Prayer should be the key of the Day and the lock of the Night With The Almighty Lord Hope is never lost He promises ease after every difficulty Friday Motivation Fridaythoughts Inspirationalquotes Faith Reflections MorningMotivation Flowers Nature Islam	0	worldview
If we are inspired of God what is the next thing To trust Him absolutely and to pray on the ground of His Redemption Oswald Chambers InspirationalQuotes	0	worldview
Life is a traveling to the edge of knowledge then a leap taken D H Lawrence InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Change your and you change your Norman Vincent Peale quote quotes quoteoftheday motivation inspirationalquotes life inspiration motivationalquotes success positivevibes believe happiness poetry selflove lifestyle	0	worldview
God sees the bigger picture and He knows the future	0	worldview
FOCUS ON YOUR GOAL DON T LOOK IN ANY DIRECTION BUT AHEAD	0	worldview
DON T FOCUS ON THE PAIN FOCUS ON THE PROGRESS Focus Goodprogress Progress InspirationalQuotes MotivationalQuotes	0	worldview
Everyday life presents you with a clean sheet It matters what you write with yours motivation quotes motivationquotes QOTD FridayFeeling FridayMotivation FridayThoughts inspiration InspirationalQuotes lifequotes	0	worldview
You don t need to worrying about the future all you need to worry about NOW StartupIndia entrepreneurlife LifeLessons AI HealthyLiving HealthyFood InspirationalQuotes	0	worldview
The main ingredient of stardom is the rest of the team John Wooden GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
Your identity emerges out of your habits You are not born with preset beliefs Every belief including those about yourself is learned and conditioned through experience and hence it could be changed	0	worldview
Don t get upset with people or situations Both are powerless without your reaction	0	worldview
Our Main Objective Sant Kirpal Singh spiritualawakening dogoodbegoodbeone consciousness meditation God santkirpalsingh KabirisGod spiritualgrowth soul Devotional spirit InspirationalQuotes Inspire lifestyle lifequotes religions religious LifeLessons	0	worldview
Motivationalquote You only get one chance at life and you have to grab it boldly BearGrylls InspirationalQuotes Grotal PositiveThoughts	0	worldview
Find out who you are and be that person success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
We must let go of the life we have planned so as to accept the one that is waiting for us success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
Try to be a rainbow in someone s cloud success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
If you have good thoughts they will shine out of your face like sunbeams and you will always look lovely success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
All you need is the plan the road map and the courage to press on to your destination success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
Learning how to be still to really be still and let life happen that stillness becomes a radiance success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
The only defense against the world is a thorough knowledge of it John Locke InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Be where you are stop over thinking and focus on what you are doing Roy T Bennett quote quotes quoteoftheday quotestoliveby explore exploremore InspirationalQuotes Motivation DigitalAssets MotivationalQuotes business SuccessBook successmindset successquote	0	worldview
Friends are the sunshine in our souls KaliTiger BigCats BigCatRescue Rescue Friends Friendship Sunshine Inspiring InspirationalQuotes Nature Wildlife Tiger CaroleBaskin	0	worldview
quotestoliveby To live like a lion for a day is better to live like a jackal for a hundred years InspirationalQuotes thoughts	0	worldview
Poem New me where you are 2009 poetry love quotes poetrycommunity poem writer poet life twitter lovequotes quoteoftheday zen thoughts writing follow inspirationalquotes motivation like loveyourself poetrylovers bhfyp robertzen WritingCommunity	0	worldview
When we see others as the enemy we risk becoming what we hate Archbishop Desmond Tutu motivational inspirational entrepreneurship motivationalquotes successful success hustle entrepreneurlife entrepreneurs entrepreneur successquotes inspirationalquotes lifestyle	0	worldview
Pleasure in the job puts perfection in the work Aristotle motivationalquotes inspirationalquotes entrepreneurgoals	0	worldview
Bad attitudes will ruin your team Terry Bradshaw GIDFMQuotes QuoteOfTheDay InspirationalQuotes Pls RT if you agree	0	worldview
Here is the test to find whether your mission on earth is finished If you re alive it isn t Richard Bach InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
A closed mind will cost you a lot more than you think When someone presents an opportunity to you don t shut it down Sometimes the biggest mistake we make is not being willing enough to take risks inspirationalquotes quotes positivethinking inspiration Motivation	0	worldview
In a gentle way you can shake the world success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
When you have a dream you ve got to grab it and never let go success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
You don t always need a plan Sometimes you just need to breathe trust let go and see what happens success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
If you make your internal life a priority then everything else you need on the outside will be given to you and it will be extremely clear what the next step is success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby	0	worldview
What lies behind you and what lies in front of you pales in comparison to what lies inside of you success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
No matter what people tell you words and ideas can change the world success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
Believe you can and you re halfway there Theodore Roosevelt success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
Just don t give up trying to do what you really want to do Where there is love and inspiration you can never go wrong success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind	0	worldview
You ll disappoint a lot people with your growth Keep ascending anyway Motivation Inspiration Leadership Entrepreneur LifeHack Growth Wisdom MotivationalQuotes goals success InspirationalQuotes quote PositiveVibes Mindset Spirituality	0	worldview
Time Flies Dance While The Music Is Still Playing	0	worldview
Don t put all your happiness in the goals you have Once you get there the happiness will be short lived Make sure you get happiness from the progress you are making motivation Motivationalquote success successmindset Inspire InspirationalQuotes	0	worldview
Weaknesses are just strengths in the wrong environment success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
I m not afraid of death but I m in no hurry to die Stephen Hawking InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
Not having the best situation but seeing the best in your situation is the key to happiness success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
It is during our darkest moments that we must focus to see the light success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
You can be everything You can be the infinite amount of things that people are success motivation MotivationalQuotes Inspiration inspire InspirationalQuotes quote quotestoliveby quoteoftheday invest InvestInYou BeKind investing	0	worldview
Circumstances don t make a person they only reveal you to yourself success mindset inspirationalquotes inmyprocess	0	worldview
If you re serious about changing your life you ll find a way Or you ll find an excuse inmyprocess inspirationalquotes trending entrepreneur success mindset	0	worldview
Life isn t about finding yourself Life is about creating yourself George Bernard Shaw InspireW0rld motivation MotivationalQuotes InspirationalQuotes	0	worldview
One small positive thought in the morning can make huge positive results through out the day quote quotestoliveby SaturdayMorning SaturdayMotivation SaturdayThoughts Saturday Motivation inspiration MotivationalQuotes InspirationalQuotes PositiveThoughts amwriting	0	worldview
When you find your purpose you will have higher energy and will be more focused Psychology motivational inspirational wisdom entrepreneur mindfulness successful motivationalquotes quotes inspirationalquotes entrepreneurship psychology insightful meditation psycho	0	worldview
It doesn t matter how many times you have been knocked down What matters most is that you continue to get back up motivation Mankind Fate Reforma InspirationalQuotes inspirational inspiration	0	worldview
